ds,y
2/27/2021,1086
2/28/2021,1090
3/1/2021,1092
3/2/2021,1094
3/3/2021,1093
3/4/2021,1093
3/5/2021,1098
3/6/2021,1101
3/7/2021,1101
3/8/2021,1104
3/9/2021,1104
3/10/2021,1105
3/11/2021,1104
3/12/2021,1106
3/13/2021,1107
3/14/2021,1109
3/15/2021,1109
3/16/2021,1109
3/17/2021,1111
3/18/2021,1114
3/19/2021,1117
3/20/2021,1116
3/21/2021,1116
3/22/2021,1119
3/23/2021,1120
3/24/2021,1119
3/25/2021,1121
3/26/2021,1122
3/27/2021,1124
3/28/2021,1127
3/29/2021,1127
3/30/2021,1137
3/31/2021,1141
4/1/2021,1140
4/2/2021,1139
4/3/2021,1140
4/4/2021,1136
4/5/2021,1137
4/6/2021,1136
4/7/2021,1140
4/8/2021,1138
4/9/2021,1137
4/10/2021,1132
4/11/2021,1125
4/12/2021,1123
4/13/2021,1115
4/14/2021,1113
4/15/2021,1112
4/16/2021,1111
4/17/2021,1107
4/18/2021,1106
4/19/2021,1107
4/20/2021,1103
4/21/2021,1100
4/22/2021,1096
4/23/2021,1096
4/24/2021,1098
4/25/2021,1096
4/26/2021,1092
4/27/2021,1096
4/28/2021,1096
4/29/2021,1095
4/30/2021,1094
5/1/2021,1095
5/2/2021,1092
5/3/2021,1091
5/4/2021,1093
5/5/2021,1092
5/6/2021,1092
5/7/2021,1095
5/8/2021,1095
5/9/2021,1093
5/10/2021,1094
5/11/2021,1096
5/12/2021,1097
5/13/2021,1099
5/14/2021,1099
5/15/2021,1100
5/16/2021,1100
5/17/2021,1100
5/18/2021,1102
5/19/2021,1102
5/20/2021,1106
5/21/2021,1102
5/22/2021,1104
5/23/2021,1102
5/24/2021,1105
5/25/2021,1105
5/26/2021,1106
5/27/2021,1104
5/28/2021,1107
5/29/2021,1106
5/30/2021,1104
5/31/2021,1107
6/1/2021,1106
6/2/2021,1112
6/3/2021,1107
6/4/2021,1105
6/5/2021,1109
6/6/2021,1113
6/7/2021,1114
6/8/2021,1117
6/9/2021,1117
6/10/2021,1119
6/11/2021,1117
6/12/2021,1117
6/13/2021,1114
6/14/2021,1119
6/15/2021,1117
6/16/2021,1114
6/17/2021,1115
6/18/2021,1113
6/19/2021,1116
6/20/2021,1124
6/21/2021,1128
6/22/2021,1129
6/23/2021,1129
6/24/2021,1129
6/25/2021,1135
6/26/2021,1132
6/27/2021,1132
6/28/2021,1132
6/29/2021,1133
6/30/2021,1133
7/1/2021,1131
7/2/2021,1130
7/3/2021,1131
7/4/2021,1129
7/5/2021,1127
7/6/2021,1126
7/7/2021,1126
7/8/2021,1123
7/9/2021,1123
7/10/2021,1125
7/11/2021,1125
7/12/2021,1122
7/13/2021,1128
7/14/2021,1126
7/15/2021,1124
7/16/2021,1125
7/17/2021,1123
7/18/2021,1125
7/19/2021,1123
7/20/2021,1124
7/21/2021,1127
7/22/2021,1126
7/23/2021,1123
7/24/2021,1123
7/25/2021,1122
7/26/2021,1120
7/27/2021,1123
7/28/2021,1126
7/29/2021,1127
7/30/2021,1127
7/31/2021,1127
8/1/2021,1127
8/2/2021,1125
8/3/2021,1122
8/4/2021,1121
8/5/2021,1118
8/6/2021,1118
8/7/2021,1119
8/8/2021,1117
8/9/2021,1117
8/10/2021,1124
8/11/2021,1125
8/12/2021,1126
8/13/2021,1127
8/14/2021,1126
8/15/2021,1125
8/16/2021,1128
8/17/2021,1129
8/18/2021,1129
8/19/2021,1131
8/20/2021,1130
8/21/2021,1128
8/22/2021,1125
8/23/2021,1127
8/24/2021,1126
8/25/2021,1128
8/26/2021,1124
8/27/2021,1125
8/28/2021,1126
8/29/2021,1125
8/30/2021,1124
8/31/2021,1127
9/1/2021,1126
9/2/2021,1123
9/3/2021,1121
9/4/2021,1121
9/5/2021,1123
9/6/2021,1123
9/7/2021,1123
9/8/2021,1121
9/9/2021,1120
9/10/2021,1121
9/11/2021,1121
9/12/2021,1120
9/13/2021,1119
9/14/2021,1118
9/15/2021,1118
9/16/2021,1117
9/17/2021,1117
9/18/2021,1121
9/19/2021,1122
9/20/2021,1122
9/21/2021,1121
9/22/2021,1122
9/23/2021,1124
9/24/2021,1126
9/25/2021,1126
9/26/2021,1128
9/27/2021,1128
9/28/2021,1125
9/29/2021,1123
9/30/2021,1123
10/1/2021,1117
10/2/2021,1115
10/3/2021,1116
10/4/2021,1114
10/5/2021,1112
10/6/2021,1107
10/7/2021,1103
10/8/2021,1102
10/9/2021,1098
10/10/2021,1100
10/11/2021,1095
10/12/2021,1096
10/13/2021,1094
10/14/2021,1093
10/15/2021,1089
10/16/2021,1085
10/17/2021,1084
10/18/2021,1077
10/19/2021,1081
10/20/2021,1077
10/21/2021,1077
10/22/2021,1076
10/23/2021,1071
10/24/2021,1072
10/25/2021,1069
10/26/2021,1067
10/27/2021,1065
10/28/2021,1063
10/29/2021,1065
10/30/2021,1059
10/31/2021,1063
11/1/2021,1061
11/2/2021,1061
11/3/2021,1059
11/4/2021,1063
11/5/2021,1067
11/6/2021,1068
11/7/2021,1068
11/8/2021,1072
11/9/2021,1069
11/10/2021,1073
11/11/2021,1072
11/12/2021,1076
11/13/2021,1075
11/14/2021,1075
11/15/2021,1076
11/16/2021,1078
11/17/2021,1079
11/19/2021,1080
11/20/2021,1079
11/21/2021,1079
11/22/2021,1077
11/23/2021,1078
11/24/2021,1083
11/25/2021,1085
11/26/2021,1084
11/27/2021,1083
11/28/2021,1082
11/29/2021,1085
11/30/2021,1088
12/1/2021,1087
12/2/2021,1088
12/3/2021,1088
12/4/2021,1090
12/5/2021,1088
12/6/2021,1087
12/7/2021,1084
12/8/2021,1086
12/9/2021,1090
12/10/2021,1092
12/11/2021,1092
12/12/2021,1092
12/13/2021,1096
12/14/2021,1097
12/15/2021,1098
12/16/2021,1099
12/17/2021,1101
12/18/2021,1103
12/19/2021,1102
12/20/2021,1109
12/21/2021,1108
12/22/2021,1114
12/23/2021,1112
12/24/2021,1115
12/25/2021,1117
12/26/2021,1117
12/27/2021,1118
12/28/2021,1118
12/29/2021,1121
12/30/2021,1121
12/31/2021,1122
1/1/2022,1123
1/2/2022,1121
1/3/2022,1121
1/4/2022,1125
1/5/2022,1127
1/6/2022,1126
1/7/2022,1123
1/8/2022,1122
1/9/2022,1117
1/10/2022,1113
1/11/2022,1104
1/12/2022,1103
1/13/2022,1102
1/14/2022,1099
1/15/2022,1105
1/16/2022,1104
1/17/2022,1099
1/18/2022,1093
1/19/2022,1092
1/20/2022,1092
1/21/2022,1095
1/22/2022,1090
1/23/2022,1092
1/24/2022,1091
1/25/2022,1086
1/26/2022,1085
1/27/2022,1081
1/28/2022,1078
1/29/2022,1083
1/30/2022,1077
1/31/2022,1080
2/1/2022,1075
2/2/2022,1075
2/3/2022,1079
2/4/2022,1072
2/5/2022,1069
2/6/2022,1066
2/7/2022,1064
2/8/2022,1063
2/9/2022,1063
2/10/2022,1064
2/11/2022,1058
2/12/2022,1058
2/13/2022,1056
2/14/2022,1056
2/15/2022,1065
2/16/2022,1064
2/17/2022,1064
2/18/2022,1061
2/19/2022,1062
2/20/2022,1067
2/21/2022,1066
2/22/2022,1071
2/23/2022,1071
2/24/2022,1067
2/25/2022,1065
2/26/2022,1065
2/27/2022,1066
2/28/2022,1066
3/1/2022,1064
3/2/2022,1062
3/3/2022,1064
3/4/2022,1061
3/5/2022,1060
3/6/2022,1062
3/7/2022,1058
3/8/2022,1062
3/9/2022,1063
3/10/2022,1064
3/11/2022,1065
3/12/2022,1068
3/13/2022,1074
3/14/2022,1072
3/15/2022,1076
3/16/2022,1079
3/17/2022,1080
3/18/2022,1080
3/19/2022,1083
3/20/2022,1085
3/21/2022,1088
3/22/2022,1089
3/23/2022,1088
3/24/2022,1089
3/25/2022,1090
3/26/2022,1089
3/27/2022,1083
3/28/2022,1081
3/29/2022,1082
3/30/2022,1081
3/31/2022,1082
4/1/2022,1083
4/2/2022,1086
4/3/2022,1084
4/4/2022,1074
4/5/2022,1072
4/6/2022,1064
4/7/2022,1059
4/8/2022,1061
4/9/2022,1057
4/11/2022,1058
4/12/2022,1062
4/13/2022,1061
4/14/2022,1059
4/15/2022,1058
4/16/2022,1058
4/17/2022,1058
4/18/2022,1060
4/19/2022,1061
4/20/2022,1062
4/21/2022,1058
4/22/2022,1056
4/23/2022,1055
4/24/2022,1058
4/25/2022,1060
4/26/2022,1062
4/27/2022,1067
4/28/2022,1069
4/29/2022,1069
4/30/2022,1069
5/1/2022,1070
5/2/2022,1068
5/3/2022,1067
5/4/2022,1065
5/5/2022,1064
5/6/2022,1056
5/7/2022,1055
5/8/2022,1051
5/9/2022,1050
5/10/2022,1045
5/11/2022,1041
5/12/2022,1037
5/13/2022,1032
5/14/2022,1060
5/15/2022,1058
5/16/2022,1054
5/17/2022,1054
5/18/2022,1054
5/19/2022,1051
5/20/2022,1053
5/21/2022,1052
5/22/2022,1054
5/23/2022,1055
5/24/2022,1053
5/25/2022,1054
5/26/2022,1059
5/27/2022,1057
5/28/2022,1060
5/29/2022,1059
5/30/2022,1057
5/31/2022,1056
6/1/2022,1054
6/2/2022,1054
6/3/2022,1065
6/4/2022,1067
6/5/2022,1066
6/6/2022,1068
6/7/2022,1066
6/8/2022,1065
