ds,y
8/25/2020,209
8/26/2020,209
8/27/2020,208
8/28/2020,207
8/29/2020,207
8/30/2020,207
8/31/2020,208
9/1/2020,208
9/2/2020,207
9/3/2020,206
9/4/2020,206
9/5/2020,206
9/6/2020,205
9/7/2020,205
9/8/2020,206
9/9/2020,206
9/10/2020,206
9/11/2020,206
9/12/2020,206
9/13/2020,206
9/14/2020,205
9/15/2020,210
9/16/2020,209
9/17/2020,209
9/18/2020,210
9/19/2020,210
9/20/2020,210
9/21/2020,210
9/22/2020,209
9/23/2020,208
9/24/2020,208
9/25/2020,208
9/26/2020,208
9/27/2020,208
9/28/2020,208
9/29/2020,208
10/2/2020,208
10/3/2020,206
10/4/2020,206
10/5/2020,206
10/6/2020,206
10/7/2020,206
10/8/2020,206
10/9/2020,205
10/10/2020,205
10/11/2020,205
10/12/2020,205
10/13/2020,208
10/14/2020,208
10/15/2020,207
10/16/2020,207
10/17/2020,205
10/18/2020,205
10/19/2020,204
10/20/2020,205
10/21/2020,204
10/22/2020,201
10/23/2020,201
10/24/2020,200
10/25/2020,200
10/26/2020,200
10/27/2020,200
10/28/2020,200
10/29/2020,200
10/30/2020,200
10/31/2020,200
11/1/2020,200
11/2/2020,200
11/3/2020,201
11/4/2020,203
11/5/2020,202
11/6/2020,202
11/7/2020,202
11/8/2020,202
11/9/2020,202
11/10/2020,200
11/11/2020,200
11/12/2020,199
11/13/2020,199
11/14/2020,199
11/15/2020,199
11/16/2020,199
11/17/2020,200
11/18/2020,200
11/19/2020,200
11/20/2020,200
11/21/2020,200
11/22/2020,200
11/23/2020,200
11/24/2020,202
11/25/2020,202
11/26/2020,202
11/27/2020,202
11/28/2020,202
11/29/2020,202
11/30/2020,202
12/1/2020,202
12/2/2020,202
12/3/2020,202
12/4/2020,201
12/5/2020,201
12/6/2020,200
12/7/2020,200
12/8/2020,200
12/9/2020,201
12/10/2020,201
12/11/2020,201
12/12/2020,201
12/13/2020,200
12/14/2020,200
12/15/2020,200
12/16/2020,200
12/17/2020,202
12/18/2020,200
12/19/2020,200
12/20/2020,200
12/21/2020,200
12/22/2020,200
12/23/2020,200
12/24/2020,200
12/25/2020,200
12/26/2020,200
12/27/2020,200
12/28/2020,200
12/29/2020,200
12/30/2020,200
12/31/2020,200
1/1/2021,197
1/2/2021,197
1/3/2021,194
1/4/2021,195
1/5/2021,194
1/6/2021,194
1/7/2021,194
1/8/2021,193
1/9/2021,193
1/10/2021,193
1/11/2021,193
1/12/2021,192
1/13/2021,191
1/14/2021,191
1/15/2021,190
1/16/2021,190
1/17/2021,190
1/18/2021,190
1/19/2021,189
1/20/2021,188
1/21/2021,189
1/22/2021,188
1/23/2021,189
1/25/2021,186
1/26/2021,186
1/27/2021,186
1/28/2021,186
1/29/2021,184
1/30/2021,184
1/31/2021,184
2/1/2021,184
2/2/2021,184
2/3/2021,182
2/4/2021,183
2/5/2021,183
2/6/2021,185
2/7/2021,186
2/8/2021,184
2/9/2021,184
2/10/2021,183
2/11/2021,185
2/12/2021,185
2/13/2021,185
2/14/2021,185
2/15/2021,183
2/16/2021,186
2/17/2021,187
2/18/2021,190
2/19/2021,190
2/20/2021,188
2/21/2021,188
2/22/2021,189
2/23/2021,189
2/24/2021,189
2/25/2021,188
2/26/2021,188
2/27/2021,188
2/28/2021,192
3/1/2021,192
3/2/2021,195
3/3/2021,191
3/4/2021,191
3/5/2021,194
3/6/2021,194
3/7/2021,194
3/8/2021,194
3/9/2021,194
3/10/2021,193
3/11/2021,193
3/12/2021,194
3/13/2021,194
3/14/2021,195
3/15/2021,195
3/16/2021,195
3/17/2021,195
3/18/2021,196
3/19/2021,198
3/20/2021,198
3/21/2021,198
3/22/2021,198
3/23/2021,198
3/24/2021,198
3/25/2021,198
3/26/2021,198
3/27/2021,197
3/28/2021,199
3/29/2021,198
3/30/2021,204
3/31/2021,207
4/1/2021,207
4/2/2021,207
4/3/2021,205
4/4/2021,205
4/5/2021,205
4/6/2021,205
4/7/2021,207
4/8/2021,207
4/9/2021,208
4/10/2021,205
4/11/2021,205
4/12/2021,205
4/13/2021,205
4/14/2021,204
4/15/2021,204
4/16/2021,204
4/17/2021,204
4/18/2021,204
4/19/2021,205
4/20/2021,205
4/21/2021,206
4/22/2021,204
4/23/2021,203
4/24/2021,203
4/25/2021,203
4/26/2021,203
4/27/2021,203
4/28/2021,203
4/29/2021,203
4/30/2021,203
5/1/2021,202
5/2/2021,202
5/3/2021,202
5/4/2021,202
5/5/2021,202
5/6/2021,200
5/7/2021,200
5/8/2021,200
5/9/2021,200
5/10/2021,200
5/11/2021,200
5/12/2021,200
5/13/2021,200
5/14/2021,200
5/15/2021,201
5/16/2021,201
5/17/2021,201
5/18/2021,201
5/19/2021,201
5/20/2021,201
5/21/2021,201
5/22/2021,201
5/23/2021,201
5/24/2021,202
5/25/2021,202
5/26/2021,202
5/27/2021,202
5/28/2021,202
5/29/2021,202
5/30/2021,202
5/31/2021,203
6/1/2021,203
6/2/2021,203
6/3/2021,202
6/4/2021,202
6/5/2021,203
6/6/2021,203
6/7/2021,203
6/8/2021,203
6/9/2021,203
6/10/2021,205
6/11/2021,205
6/12/2021,205
6/13/2021,203
6/14/2021,204
6/15/2021,203
6/16/2021,202
6/17/2021,202
6/18/2021,201
6/19/2021,201
6/20/2021,201
6/21/2021,201
6/22/2021,201
6/23/2021,201
6/24/2021,201
6/25/2021,202
6/26/2021,202
6/27/2021,202
6/28/2021,202
6/29/2021,203
6/30/2021,203
7/1/2021,203
7/2/2021,203
7/3/2021,203
7/4/2021,203
7/5/2021,203
7/6/2021,203
7/7/2021,203
7/8/2021,203
7/9/2021,203
7/10/2021,204
7/11/2021,204
7/12/2021,204
7/13/2021,204
7/14/2021,202
7/15/2021,202
7/16/2021,202
7/17/2021,202
7/18/2021,202
7/19/2021,202
7/20/2021,202
7/21/2021,201
7/22/2021,200
7/23/2021,200
7/24/2021,200
7/25/2021,200
7/26/2021,200
7/27/2021,200
7/28/2021,200
7/29/2021,201
7/30/2021,201
7/31/2021,201
8/1/2021,202
8/2/2021,202
8/3/2021,201
8/4/2021,201
8/5/2021,201
8/6/2021,201
8/7/2021,201
8/8/2021,201
8/9/2021,201
8/10/2021,201
8/11/2021,202
8/12/2021,203
8/13/2021,203
8/14/2021,202
8/15/2021,202
8/16/2021,202
8/17/2021,202
8/18/2021,202
8/19/2021,203
8/20/2021,201
8/21/2021,200
8/22/2021,199
8/23/2021,199
8/24/2021,199
8/25/2021,199
8/26/2021,198
8/27/2021,198
8/28/2021,198
8/29/2021,198
8/30/2021,198
8/31/2021,198
9/1/2021,198
9/2/2021,196
9/3/2021,195
9/4/2021,195
9/5/2021,195
9/6/2021,196
9/7/2021,198
9/8/2021,198
9/9/2021,197
9/10/2021,198
9/11/2021,198
9/12/2021,198
9/13/2021,197
9/14/2021,196
9/15/2021,195
9/16/2021,195
9/17/2021,195
9/18/2021,195
9/19/2021,195
9/20/2021,195
9/21/2021,193
9/22/2021,193
9/23/2021,193
9/24/2021,193
9/25/2021,193
9/26/2021,193
9/27/2021,193
9/28/2021,192
9/29/2021,191
9/30/2021,190
10/1/2021,190
10/2/2021,190
10/3/2021,190
10/4/2021,190
10/5/2021,187
10/6/2021,187
10/7/2021,188
10/8/2021,188
10/9/2021,189
10/10/2021,188
10/11/2021,187
10/12/2021,189
10/13/2021,189
10/14/2021,189
10/15/2021,188
10/16/2021,188
10/17/2021,188
10/18/2021,186
10/19/2021,187
10/20/2021,186
10/21/2021,186
10/22/2021,187
10/23/2021,186
10/24/2021,186
10/25/2021,188
10/26/2021,190
10/27/2021,188
10/28/2021,188
10/29/2021,188
10/30/2021,187
10/31/2021,186
11/1/2021,187
11/2/2021,187
11/3/2021,187
11/4/2021,189
11/5/2021,189
11/6/2021,189
11/7/2021,189
11/8/2021,192
11/9/2021,191
11/10/2021,192
11/11/2021,191
11/12/2021,191
11/13/2021,191
11/14/2021,193
11/15/2021,194
11/16/2021,195
11/17/2021,194
11/19/2021,194
11/20/2021,194
11/21/2021,195
11/22/2021,192
11/23/2021,194
11/24/2021,194
11/25/2021,194
11/26/2021,194
11/27/2021,194
11/28/2021,194
11/29/2021,194
11/30/2021,194
12/1/2021,193
12/2/2021,194
12/3/2021,194
12/4/2021,194
12/5/2021,194
12/6/2021,194
12/7/2021,194
12/8/2021,194
12/9/2021,194
12/10/2021,195
12/11/2021,195
12/12/2021,195
12/13/2021,194
12/14/2021,194
12/15/2021,195
12/16/2021,195
12/17/2021,197
12/18/2021,197
12/19/2021,197
12/20/2021,199
12/21/2021,199
12/22/2021,200
12/23/2021,200
12/24/2021,202
12/25/2021,202
12/26/2021,202
12/27/2021,202
12/28/2021,202
12/29/2021,202
12/30/2021,202
12/31/2021,202
1/1/2022,201
1/2/2022,201
1/3/2022,201
1/4/2022,203
1/5/2022,204
1/6/2022,203
1/7/2022,203
1/8/2022,202
1/9/2022,201
1/10/2022,201
1/11/2022,201
1/12/2022,202
1/13/2022,202
1/14/2022,202
1/15/2022,203
1/16/2022,203
1/17/2022,200
1/18/2022,199
1/19/2022,202
1/20/2022,202
1/21/2022,201
1/22/2022,198
1/23/2022,199
1/24/2022,199
1/25/2022,199
1/26/2022,199
1/27/2022,198
1/28/2022,198
1/29/2022,200
1/30/2022,200
1/31/2022,203
2/1/2022,203
2/2/2022,203
2/3/2022,203
2/4/2022,203
2/5/2022,203
2/6/2022,202
2/7/2022,202
2/8/2022,202
2/9/2022,202
2/10/2022,203
2/11/2022,203
2/12/2022,203
2/13/2022,203
2/14/2022,203
2/15/2022,203
2/16/2022,203
2/17/2022,203
2/18/2022,203
2/19/2022,203
2/20/2022,204
2/21/2022,204
2/22/2022,204
2/23/2022,204
2/24/2022,204
2/25/2022,204
2/26/2022,204
2/27/2022,203
2/28/2022,203
3/1/2022,201
3/2/2022,201
3/3/2022,202
3/4/2022,202
3/5/2022,202
3/6/2022,202
3/7/2022,202
3/8/2022,202
3/9/2022,202
3/10/2022,202
3/11/2022,201
3/12/2022,202
3/13/2022,203
3/14/2022,203
3/15/2022,205
3/16/2022,205
3/17/2022,207
3/18/2022,207
3/19/2022,207
3/20/2022,207
3/21/2022,207
3/22/2022,207
3/23/2022,205
3/24/2022,205
3/25/2022,205
3/26/2022,205
3/27/2022,204
3/28/2022,204
3/29/2022,204
3/30/2022,202
3/31/2022,202
4/1/2022,203
4/2/2022,205
4/3/2022,206
4/4/2022,206
4/5/2022,206
4/6/2022,206
4/7/2022,206
4/8/2022,205
4/9/2022,204
4/11/2022,204
4/12/2022,204
4/13/2022,204
4/14/2022,204
4/15/2022,202
4/16/2022,202
4/17/2022,203
4/18/2022,203
4/19/2022,203
4/20/2022,202
4/21/2022,202
4/22/2022,202
4/23/2022,203
4/24/2022,204
4/25/2022,202
4/26/2022,202
4/27/2022,202
4/28/2022,202
4/29/2022,202
4/30/2022,201
5/1/2022,203
5/2/2022,202
5/3/2022,202
5/4/2022,201
5/5/2022,201
5/6/2022,200
5/7/2022,200
5/8/2022,200
5/9/2022,200
5/10/2022,200
